class,dataset_type,value
34426897925b459d827a8eaad0a9dfd6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
34426897925b459d827a8eaad0a9dfd6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
34426897925b459d827a8eaad0a9dfd6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
34426897925b459d827a8eaad0a9dfd6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
34426897925b459d827a8eaad0a9dfd6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
34426897925b459d827a8eaad0a9dfd6,caption,[]
a8a31fa1a11743d7b254662c3eae3d41,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
a8a31fa1a11743d7b254662c3eae3d41,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
a8a31fa1a11743d7b254662c3eae3d41,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
a8a31fa1a11743d7b254662c3eae3d41,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
a8a31fa1a11743d7b254662c3eae3d41,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
a8a31fa1a11743d7b254662c3eae3d41,caption,[]
e0755e38063b4de0b152be78c6da99b5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
e0755e38063b4de0b152be78c6da99b5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
e0755e38063b4de0b152be78c6da99b5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
e0755e38063b4de0b152be78c6da99b5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
e0755e38063b4de0b152be78c6da99b5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
e0755e38063b4de0b152be78c6da99b5,caption,[]
1c6b25332fb347dbbcba298c9a9c321f,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
1c6b25332fb347dbbcba298c9a9c321f,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
1c6b25332fb347dbbcba298c9a9c321f,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
1c6b25332fb347dbbcba298c9a9c321f,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
1c6b25332fb347dbbcba298c9a9c321f,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
1c6b25332fb347dbbcba298c9a9c321f,caption,[]
96de44a7b0d34b6fa29655298eb835c5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
96de44a7b0d34b6fa29655298eb835c5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
96de44a7b0d34b6fa29655298eb835c5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
96de44a7b0d34b6fa29655298eb835c5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
96de44a7b0d34b6fa29655298eb835c5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
96de44a7b0d34b6fa29655298eb835c5,caption,[]
bf9e92348ebc4b7080da5b9543507760,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
bf9e92348ebc4b7080da5b9543507760,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
bf9e92348ebc4b7080da5b9543507760,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
bf9e92348ebc4b7080da5b9543507760,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
bf9e92348ebc4b7080da5b9543507760,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
bf9e92348ebc4b7080da5b9543507760,caption,[]
918de2465c154e42a3556f5afa885243,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
918de2465c154e42a3556f5afa885243,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
918de2465c154e42a3556f5afa885243,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
918de2465c154e42a3556f5afa885243,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
918de2465c154e42a3556f5afa885243,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
918de2465c154e42a3556f5afa885243,caption,[]
ec35e70e2cd2428098cf256d6c249b17,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
ec35e70e2cd2428098cf256d6c249b17,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
ec35e70e2cd2428098cf256d6c249b17,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
ec35e70e2cd2428098cf256d6c249b17,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
ec35e70e2cd2428098cf256d6c249b17,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
ec35e70e2cd2428098cf256d6c249b17,caption,[]
e526d118bf164b8aa8332399efa3743f,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
e526d118bf164b8aa8332399efa3743f,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
e526d118bf164b8aa8332399efa3743f,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
e526d118bf164b8aa8332399efa3743f,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
e526d118bf164b8aa8332399efa3743f,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
e526d118bf164b8aa8332399efa3743f,caption,[]
d93ac9460e8946ce9b33048e4954b0dd,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
d93ac9460e8946ce9b33048e4954b0dd,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d93ac9460e8946ce9b33048e4954b0dd,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
d93ac9460e8946ce9b33048e4954b0dd,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d93ac9460e8946ce9b33048e4954b0dd,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d93ac9460e8946ce9b33048e4954b0dd,caption,[]
8787dadc26454cc9b78c49fc32012dbf,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
8787dadc26454cc9b78c49fc32012dbf,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8787dadc26454cc9b78c49fc32012dbf,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
8787dadc26454cc9b78c49fc32012dbf,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8787dadc26454cc9b78c49fc32012dbf,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8787dadc26454cc9b78c49fc32012dbf,caption,[]
546925c54f3b471d8d833bdd65110834,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
546925c54f3b471d8d833bdd65110834,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
546925c54f3b471d8d833bdd65110834,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
546925c54f3b471d8d833bdd65110834,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
546925c54f3b471d8d833bdd65110834,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
546925c54f3b471d8d833bdd65110834,caption,[]
5719a470e4f94c619bcc4c7a2615e208,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
5719a470e4f94c619bcc4c7a2615e208,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
5719a470e4f94c619bcc4c7a2615e208,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
5719a470e4f94c619bcc4c7a2615e208,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
5719a470e4f94c619bcc4c7a2615e208,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
5719a470e4f94c619bcc4c7a2615e208,caption,[]
1bb631ef54f04af3a022e6b79e718c0c,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
1bb631ef54f04af3a022e6b79e718c0c,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
1bb631ef54f04af3a022e6b79e718c0c,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
1bb631ef54f04af3a022e6b79e718c0c,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
1bb631ef54f04af3a022e6b79e718c0c,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
1bb631ef54f04af3a022e6b79e718c0c,caption,[]
8d119e4852924a3e94cfaa54528081f5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
8d119e4852924a3e94cfaa54528081f5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8d119e4852924a3e94cfaa54528081f5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
8d119e4852924a3e94cfaa54528081f5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8d119e4852924a3e94cfaa54528081f5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8d119e4852924a3e94cfaa54528081f5,caption,[]
bd4b9221074f4e45aa2ffb19a9153209,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
bd4b9221074f4e45aa2ffb19a9153209,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bd4b9221074f4e45aa2ffb19a9153209,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
bd4b9221074f4e45aa2ffb19a9153209,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bd4b9221074f4e45aa2ffb19a9153209,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
bd4b9221074f4e45aa2ffb19a9153209,caption,[]
42da7b26f173427f89c9ddb64be1be73,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy']"
42da7b26f173427f89c9ddb64be1be73,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
42da7b26f173427f89c9ddb64be1be73,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr']"
42da7b26f173427f89c9ddb64be1be73,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
42da7b26f173427f89c9ddb64be1be73,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png']"
42da7b26f173427f89c9ddb64be1be73,caption,[]
a2645d543a7246b3aad9c352407f6456,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
a2645d543a7246b3aad9c352407f6456,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2645d543a7246b3aad9c352407f6456,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
a2645d543a7246b3aad9c352407f6456,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2645d543a7246b3aad9c352407f6456,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
a2645d543a7246b3aad9c352407f6456,caption,[]
aacf30223071418eac0484c95c24d46f,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
aacf30223071418eac0484c95c24d46f,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
aacf30223071418eac0484c95c24d46f,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
aacf30223071418eac0484c95c24d46f,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
aacf30223071418eac0484c95c24d46f,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
aacf30223071418eac0484c95c24d46f,caption,[]
fb35399778954548978e03a0404608bb,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
fb35399778954548978e03a0404608bb,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
fb35399778954548978e03a0404608bb,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
fb35399778954548978e03a0404608bb,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
fb35399778954548978e03a0404608bb,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
fb35399778954548978e03a0404608bb,caption,[]
6937a8e542934283828fc2a553dc7de4,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
6937a8e542934283828fc2a553dc7de4,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6937a8e542934283828fc2a553dc7de4,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
6937a8e542934283828fc2a553dc7de4,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6937a8e542934283828fc2a553dc7de4,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6937a8e542934283828fc2a553dc7de4,caption,[]
74aa04de731f4b0a9c8dda34e07e1266,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
74aa04de731f4b0a9c8dda34e07e1266,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
74aa04de731f4b0a9c8dda34e07e1266,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
74aa04de731f4b0a9c8dda34e07e1266,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
74aa04de731f4b0a9c8dda34e07e1266,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
74aa04de731f4b0a9c8dda34e07e1266,caption,[]
be6572ad5a134ffea79578989fd8d372,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
be6572ad5a134ffea79578989fd8d372,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
be6572ad5a134ffea79578989fd8d372,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
be6572ad5a134ffea79578989fd8d372,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
be6572ad5a134ffea79578989fd8d372,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
be6572ad5a134ffea79578989fd8d372,caption,[]
6f1ac304029143b79f038536d79480e6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
6f1ac304029143b79f038536d79480e6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6f1ac304029143b79f038536d79480e6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr']"
6f1ac304029143b79f038536d79480e6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6f1ac304029143b79f038536d79480e6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png']"
6f1ac304029143b79f038536d79480e6,caption,[]
f3028a1392e0434ea32d318458dcb99d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy']"
